Climax Extra Special Bitter Ale,5.5,0,beer
Climax Helles,4.8,0,beer
Climax IPA,6,0,beer
Climax Nut Brown Ale,5.2,0,beer
Climax Oktoberfest,6.2,0,beer
Climax Wheat Ale,5,0,beer
Clipper Gold Hefeweizen,5.2,0,beer
Cloudberry Liqueur,25,0,mixedDrink
Club Colombia,4.7,0,beer
Club Manhattan,17,0,mixedDrink
Club Pina Colada,12,0,mixedDrink
Cobra-Hood IPA,7.3,0,beer
Cocoa Loco,7,0,beer
Coconut Rum,21,0,mixedDrink
Coffee Liqueur,22,0,mixedDrink
Coffee Stout,5.7,0,beer
Cognac,40,0,mixedDrink
CoHoHo Imperial IPA,8,0,beer
Cointreau,40,0,mixedDrink
Cold Hop,6.5,0,beer
Colonel Blide's Cask Ale,5.5,0,beer
Colonel Paris Pale Ale,4.5,0,beer
Colorado Bull Dog,33,0,mixedDrink
Colt 45,6.5,0,beer
Columbus Pils,4.9,0,beer
Come About Imperial Stout,9,0,beer
Commodore Perry IPA,7.5,0,beer
Conquest Ale,9,0,beer
Consecrator Doppelbock Beer,8,0,beer
Conspiracy,8.5,0,beer
Conundrum Red Ale,7,0,beer
Coopers Best Extra Stout,6.3,0,beer
Coopers Mild Ale,3.5,0,beer
Coopers Original Pale Ale,4.5,0,beer
Coopers Premium Lager,5,0,beer
Coopers Premium Light,2.9,0,beer
Coopers Sparkling Ale,5.8,0,beer
Coors,4,12,beer
Coors Extra Gold,5,12,beer
Coors Extra Gold Lager,5,12,beer
Coors Light,4.2,12,beer
Coors Original,5,12,beer
Copper Hill Kolsch,5.1,0,beer
Corona Extra,4.6,12,beer
Corona Light,4.1,12,beer
Coronator Helle Doppelbock,7.5,0,beer
Cosmic Black Witbier,6.2,0,beer
Cosmopolitan,20,3,mixedDrink
Cottonwood Endo India Pale Ale,5.9,0,beer
Cousin Jax,9,0,beer
Cow Palace Scotch Ale,6.8,0,beer
Cow Palace Scotch Ale 1998,8.7,0,beer
Cow Palace Scotch Ale 2001,11.1,0,beer
Crabby Larry's Irish Red Ale,6,0,beer
Crazy Horse,6,12,beer
Cream Ale,4.8,0,beer
Cream Stout,6.5,0,beer
Creamy Dark,4.9,0,beer
Creme Brulee Imperial Milk Stout,10,0,beer
Creme Brulee Java Stout,5.8,0,beer
Creme de Banane,30,0,mixedDrink
Creme de Cacao,25,0,mixedDrink
Creme de Cassis,20,0,mixedDrink
Creme de Cerise,20,0,mixedDrink
Creme de Cocoa,24,0,mixedDrink
Creme de Menthe,25,0,mixedDrink
Creme de Menthe,24,0,mixedDrink
